ModelFeatName	Chromosome	MidPoint	Strand
8357.m00083	9	523672	-
8357.m00084	9	530241	-
8357.m00085	9	534135	+
8357.m00086	9	539803	-
8357.m00087	9	546277	+
8357.m00088	9	549444	-
8357.m00089	9	551532	-
8357.m02770	9	17702358	-
8357.m01031	9	6448389	+
8357.m02771	9	17705190	+
8357.m01032	9	6451264	+
8357.m02772	9	17708127	-
8357.m01033	9	6454388	-
8357.m02773	9	17714562	+
8357.m01034	9	6463142	-
8357.m02774	9	17718784	+
8357.m01035	9	6469381	-
8357.m02775	9	17725990	+
8357.m01036	9	6475966	-
8357.m02776	9	17734720	-
8357.m01037	9	6482038	+
8357.m01038	9	6490836	-
8357.m00090	9	556262	-
8357.m02777	9	17738791	-
8357.m01039	9	6494168	+
8357.m00091	9	569036	-
8357.m02778	9	17741776	-
8357.m00092	9	571544	+
8357.m00093	9	574505	+
8357.m00094	9	579226	+
8357.m00095	9	580814	-
8357.m00096	9	583444	-
8357.m00097	9	590059	-
8357.m00098	9	604234	+
8357.m00099	9	632546	-
8357.m01040	9	6497727	+
8357.m02780	9	17748704	+
8357.m01041	9	6502143	+
8357.m02781	9	17755710	-
8357.m01042	9	6510766	-
8357.m02782	9	17762311	-
8357.m01043	9	6515195	+
8357.m02783	9	17766320	-
8357.m01044	9	6519961	-
8357.m02784	9	17775762	-
8357.m01045	9	6527791	-
8357.m02785	9	17784577	-
8357.m01046	9	6533642	-
8357.m02786	9	17788124	-
8357.m01048	9	6546640	+
8357.m02787	9	17791701	+
8357.m01049	9	6550977	+
8357.m02788	9	17794406	-
8357.m02789	9	17797094	+
8357.m01050	9	6553629	+
8357.m02790	9	17803877	-
8357.m01051	9	6557733	-
8357.m02791	9	17808617	-
8357.m01052	9	6565782	-
8357.m02792	9	17813152	+
8357.m01053	9	6581163	-
8357.m02793	9	17814592	-
8357.m01054	9	6592733	+
8357.m02794	9	17817942	+
8357.m01055	9	6599575	-
8357.m01056	9	6610583	+
8357.m02795	9	17822943	+
8357.m01057	9	6613876	-
8357.m02796	9	17828181	-
8357.m01058	9	6618233	+
8357.m02797	9	17835059	-
8357.m01059	9	6620388	-
8357.m02798	9	17847478	+
8357.m02799	9	17850566	-
8357.m02000	9	12682748	-
8357.m02001	9	12690789	+
8357.m02002	9	12701401	+
8357.m02003	9	12705469	-
8357.m02004	9	12709834	+
8357.m00400	9	2401856	+
8357.m02005	9	12720050	-
8357.m00401	9	2407991	-
8357.m02006	9	12727537	-
8357.m00402	9	2413651	+
8357.m02007	9	12739709	+
8357.m00403	9	2417801	-
8357.m02008	9	12754554	-
8357.m01060	9	6637012	+
8357.m00404	9	2425569	+
8357.m02009	9	12756770	-
8357.m01061	9	6644247	-
8357.m00405	9	2432896	+
8357.m01062	9	6647127	-
8357.m00406	9	2435049	+
8357.m01063	9	6650346	-
8357.m00407	9	2438104	-
8357.m01064	9	6660712	+
8357.m00408	9	2440396	-
8357.m01065	9	6666767	-
8357.m00409	9	2442912	+
8357.m01066	9	6678368	+
8357.m01067	9	6683440	+
8357.m01068	9	6690486	+
8357.m01069	9	6700791	+
8357.m02010	9	12761881	-
8357.m02011	9	12766926	-
8357.m02012	9	12773153	+
8357.m02013	9	12786816	+
8357.m02014	9	12792144	-
8357.m00410	9	2446663	+
8357.m02015	9	12802868	-
8357.m00411	9	2449410	+
8357.m02016	9	12808600	-
8357.m00412	9	2460531	-
8357.m00413	9	2464909	+
8357.m02018	9	12818423	+
8357.m01070	9	6712470	+
8357.m00414	9	2467498	+
8357.m02019	9	12824549	-
8357.m01071	9	6714977	-
8357.m00415	9	2470396	-
8357.m01072	9	6728445	-
8357.m00416	9	2474038	+
8357.m01073	9	6742472	-
8357.m00417	9	2483923	+
8357.m01074	9	6759615	+
8357.m00418	9	2489907	-
8357.m01075	9	6771297	-
8357.m00419	9	2494800	+
8357.m01076	9	6793659	-
8357.m01077	9	6806119	+
8357.m01078	9	6827253	-
8357.m01079	9	6837595	+
8357.m02020	9	12834792	-
8357.m02021	9	12841090	-
8357.m02022	9	12845353	+
8357.m02023	9	12854020	-
8357.m02024	9	12856270	-
8357.m00420	9	2496819	-
8357.m02025	9	12871997	-
8357.m00421	9	2501801	+
8357.m02026	9	12877601	+
8357.m00422	9	2505591	+
8357.m02027	9	12886306	-
8357.m00423	9	2510265	+
8357.m02028	9	12893599	+
8357.m01080	9	6848495	+
8357.m00424	9	2512691	-
8357.m02029	9	12897798	-
8357.m01081	9	6853820	-
8357.m00425	9	2530212	+
8357.m01082	9	6863859	-
8357.m00426	9	2540546	+
8357.m01083	9	6869806	+
8357.m00427	9	2545474	-
8357.m01084	9	6882009	-
8357.m00428	9	2550412	-
8357.m01085	9	6888675	+
8357.m00429	9	2556439	+
8357.m01086	9	6899003	+
8357.m01087	9	6904569	-
8357.m01088	9	6907525	-
8357.m01089	9	6913194	+
8357.m02030	9	12899802	-
8357.m02031	9	12904961	-
8357.m02032	9	12908403	-
8357.m02033	9	12911290	+
8357.m02034	9	12913427	-
8357.m00430	9	2561603	+
8357.m02035	9	12918545	-
8357.m00431	9	2566449	-
8357.m02036	9	12923678	-
8357.m00432	9	2572060	-
8357.m02037	9	12925683	-
8357.m00433	9	2575905	+
8357.m02038	9	12934914	-
8357.m01090	9	6923979	+
8357.m00434	9	2589344	-
8357.m02039	9	12937986	-
8357.m01091	9	6928447	-
8357.m00435	9	2591789	+
8357.m01092	9	6934654	+
8357.m00436	9	2595621	-
8357.m01093	9	6943484	+
8357.m00437	9	2602280	-
8357.m01094	9	6944592	-
8357.m00438	9	2608742	+
8357.m01095	9	6961312	+
8357.m00439	9	2622268	+
8357.m01096	9	6965606	+
8357.m01097	9	6970539	-
8357.m01098	9	6978440	+
8357.m01099	9	6981268	-
8357.m02040	9	12940363	+
8357.m02041	9	12945911	+
8357.m02042	9	12951965	-
8357.m02043	9	12962472	+
8357.m02044	9	12969796	-
8357.m00440	9	2631066	-
8357.m02045	9	12973032	-
8357.m00441	9	2640758	-
8357.m02046	9	12978197	-
8357.m00442	9	2646440	+
8357.m02047	9	12991537	+
8357.m00443	9	2650788	+
8357.m02048	9	13001475	+
8357.m00444	9	2660874	+
8357.m02049	9	13006845	+
8357.m00445	9	2665282	+
8357.m00446	9	2673030	+
8357.m00447	9	2688248	+
8357.m00448	9	2690136	-
8357.m00449	9	2695886	+
8357.m02050	9	13018697	+
8357.m02051	9	13023188	+
8357.m02052	9	13027469	+
8357.m02053	9	13033042	+
8357.m02054	9	13038323	-
8357.m00450	9	2703501	-
8357.m02055	9	13046219	+
8357.m00451	9	2708481	-
8357.m02056	9	13050759	+
8357.m00452	9	2711357	-
8357.m02057	9	13055922	-
8357.m00453	9	2714736	+
8357.m02058	9	13060531	+
8357.m00454	9	2718507	-
8357.m02059	9	13061735	-
8357.m00455	9	2723582	+
8357.m00456	9	2731837	+
8357.m00457	9	2740383	-
8357.m00458	9	2745208	+
8357.m00459	9	2747895	+
8357.m03000	9	19228472	-
8357.m03001	9	19233051	-
8357.m03002	9	19238518	+
8357.m03003	9	19241618	-
8357.m03004	9	19246838	-
8357.m01400	9	9002258	+
8357.m03005	9	19252824	-
8357.m01401	9	9007364	+
8357.m03006	9	19259572	+
8357.m01402	9	9012356	+
8357.m03007	9	19263562	-
8357.m01403	9	9020118	+
8357.m03008	9	19266385	-
8357.m02060	9	13075786	+
8357.m01404	9	9029897	+
8357.m03009	9	19273462	+
8357.m02061	9	13080640	+
8357.m01405	9	9046275	-
8357.m02062	9	13084618	+
8357.m01406	9	9049580	-
8357.m02063	9	13105203	-
8357.m01407	9	9057281	+
8357.m02064	9	13111982	+
8357.m01408	9	9060621	-
8357.m00460	9	2755638	+
8357.m02065	9	13122362	+
8357.m01409	9	9065354	+
8357.m00461	9	2765703	-
8357.m02066	9	13135563	+
8357.m00462	9	2787821	+
8357.m02067	9	13146511	+
8357.m00463	9	2791039	+
8357.m02068	9	13151068	+
8357.m00464	9	2795000	-
8357.m02069	9	13168080	-
8357.m00465	9	2804075	-
8357.m00466	9	2805577	+
8357.m00467	9	2818171	+
8357.m00468	9	2824739	-
8357.m00469	9	2827643	+
8357.m03010	9	19277835	+
8357.m03011	9	19284063	+
8357.m03012	9	19294704	-
8357.m03013	9	19298564	+
8357.m03014	9	19303011	-
8357.m01410	9	9070961	-
8357.m03015	9	19306754	+
8357.m01411	9	9077104	-
8357.m03016	9	19316489	+
8357.m01412	9	9089052	+
8357.m03017	9	19320395	+
8357.m01413	9	9093456	-
8357.m03018	9	19323357	+
8357.m02070	9	13182573	+
8357.m01414	9	9100257	+
8357.m03019	9	19325170	-
8357.m02071	9	13186756	+
8357.m01415	9	9105858	+
8357.m02072	9	13189267	-
8357.m01416	9	9128940	-
8357.m02073	9	13191963	-
8357.m01417	9	9131919	-
8357.m02074	9	13195069	-
8357.m01418	9	9137058	-
8357.m00470	9	2829775	-
8357.m02075	9	13200023	+
8357.m01419	9	9141603	-
8357.m00471	9	2834234	-
8357.m02076	9	13201378	-
8357.m00472	9	2837615	+
8357.m02077	9	13213383	-
8357.m00473	9	2844549	+
8357.m02078	9	13218765	-
8357.m00474	9	2854627	+
8357.m02079	9	13232882	-
8357.m00475	9	2862912	+
8357.m00476	9	2865169	+
8357.m00477	9	2868193	-
8357.m00478	9	2883241	+
8357.m00479	9	2885128	+
8357.m03020	9	19327987	+
8357.m03021	9	19330100	-
8357.m03022	9	19334632	-
8357.m03023	9	19342164	+
8357.m03024	9	19352478	+
8357.m01420	9	9143978	-
8357.m03025	9	19357927	+
8357.m01421	9	9151307	-
8357.m03026	9	19365630	-
8357.m01422	9	9153183	+
8357.m03027	9	19367847	+
8357.m01423	9	9159003	-
8357.m03028	9	19374665	+
8357.m02080	9	13235241	-
8357.m01424	9	9163736	+
8357.m03029	9	19380338	-
8357.m02081	9	13237828	-
8357.m01425	9	9167868	+
8357.m02082	9	13243431	+
8357.m01426	9	9170569	+
8357.m02083	9	13246182	-
8357.m01427	9	9178320	-
8357.m02084	9	13249048	+
8357.m01428	9	9184414	-
8357.m00480	9	2889071	-
8357.m02085	9	13256743	+
8357.m01429	9	9197377	-
8357.m00481	9	2901364	-
8357.m02086	9	13261215	-
8357.m00482	9	2918711	+
8357.m02087	9	13266287	+
8357.m00483	9	2929946	+
8357.m02088	9	13270984	-
8357.m00484	9	2951866	-
8357.m02089	9	13274247	-
8357.m00485	9	2957230	-
8357.m00486	9	2961879	+
8357.m00487	9	2967906	-
8357.m00488	9	2972289	-
8357.m00489	9	2977698	-
8357.m03030	9	19388424	+
8357.m03031	9	19401323	+
8357.m03032	9	19403711	+
8357.m03033	9	19410942	-
8357.m03034	9	19415689	+
8357.m01430	9	9204896	+
8357.m03035	9	19418664	-
8357.m01431	9	9209963	-
8357.m03036	9	19421059	+
8357.m01432	9	9217353	-
8357.m03037	9	19425180	-
8357.m01433	9	9226411	+
8357.m03038	9	19430724	+
8357.m02090	9	13278766	-
8357.m01434	9	9231679	+
8357.m03039	9	19434686	-
8357.m02091	9	13298125	+
8357.m01435	9	9234878	-
8357.m02092	9	13312395	-
8357.m01436	9	9244672	-
8357.m02093	9	13314874	-
8357.m01437	9	9255031	+
8357.m02094	9	13322782	+
8357.m01438	9	9258902	+
8357.m00490	9	2982278	-
8357.m02095	9	13327650	+
8357.m01439	9	9260993	-
8357.m00491	9	2985551	+
8357.m02096	9	13334154	+
8357.m00492	9	2989996	+
8357.m02097	9	13339362	-
8357.m00493	9	2996995	-
8357.m02098	9	13343968	+
8357.m00494	9	3003274	+
8357.m02099	9	13346720	-
8357.m00495	9	3018202	+
8357.m00496	9	3026965	-
8357.m00497	9	3033943	-
8357.m00498	9	3038139	-
8357.m00499	9	3039439	-
8357.m03040	9	19440861	+
8357.m03041	9	19443040	+
8357.m03042	9	19458312	-
8357.m03043	9	19466614	+
8357.m03044	9	19470558	-
8357.m01440	9	9265047	+
8357.m03045	9	19479521	+
8357.m01441	9	9268332	-
8357.m03046	9	19484563	-
8357.m01442	9	9271805	+
8357.m03047	9	19491678	+
8357.m01443	9	9275020	-
8357.m03048	9	19494265	+
8357.m01444	9	9280364	+
8357.m03049	9	19496834	-
8357.m01446	9	9290205	-
8357.m01447	9	9292353	+
8357.m01448	9	9295079	-
8357.m01449	9	9300505	+
8357.m03050	9	19502635	+
8357.m03051	9	19510037	+
8357.m03052	9	19513601	-
8357.m03053	9	19515271	+
8357.m03054	9	19521147	-
8357.m01450	9	9304847	+
8357.m03055	9	19524704	-
8357.m01451	9	9307211	-
8357.m03056	9	19536300	-
8357.m01452	9	9310102	-
8357.m03057	9	19540960	-
8357.m01453	9	9313501	+
8357.m03058	9	19544919	-
8357.m01454	9	9321824	+
8357.m03059	9	19547722	+
8357.m01455	9	9326215	-
8357.m01456	9	9332925	-
8357.m01457	9	9340798	-
8357.m01458	9	9346634	-
8357.m01459	9	9349929	+
8357.m02400	9	15457913	-
8357.m02401	9	15462915	+
8357.m02402	9	15469067	+
8357.m02403	9	15472471	-
8357.m03060	9	19554729	-
8357.m02404	9	15479525	+
8357.m00800	9	4933152	-
8357.m03061	9	19562415	+
8357.m02405	9	15486856	+
8357.m00801	9	4937326	+
8357.m03062	9	19571237	-
8357.m02406	9	15492224	-
8357.m00802	9	4944101	-
8357.m03063	9	19580484	+
8357.m02407	9	15497059	+
8357.m00803	9	4949428	+
8357.m03064	9	19583317	-
8357.m02408	9	15504333	+
8357.m01460	9	9351911	-
8357.m00804	9	4953051	-
8357.m03065	9	19585815	+
8357.m02409	9	15509686	-
8357.m01461	9	9357063	+
8357.m00805	9	4955458	+
8357.m03066	9	19590693	+
8357.m01462	9	9367545	-
8357.m00806	9	4959138	+
8357.m03067	9	19597906	+
8357.m01463	9	9372749	-
8357.m00807	9	4962662	+
8357.m03068	9	19602332	-
8357.m01464	9	9378333	+
8357.m00808	9	4968978	-
8357.m03069	9	19607348	+
8357.m01465	9	9381946	+
8357.m00809	9	4984040	-
8357.m01466	9	9387780	-
8357.m01467	9	9394537	-
8357.m01468	9	9398328	-
8357.m01469	9	9409701	+
8357.m02410	9	15513673	+
8357.m02411	9	15516789	-
8357.m02412	9	15521567	-
8357.m02413	9	15525220	+
8357.m03070	9	19610425	-
8357.m02414	9	15531215	+
8357.m00810	9	4986120	-
8357.m03071	9	19617291	-
8357.m02415	9	15534195	-
8357.m00811	9	4989159	-
8357.m03072	9	19626317	-
8357.m00812	9	4991989	+
8357.m03073	9	19635022	-
8357.m02417	9	15541876	+
8357.m00813	9	4995900	-
8357.m03074	9	19639018	+
8357.m02418	9	15543765	-
8357.m01470	9	9420707	-
8357.m00814	9	5006301	-
8357.m03075	9	19642328	-
8357.m02419	9	15545570	+
8357.m01471	9	9422650	+
8357.m00815	9	5015039	-
8357.m03076	9	19647560	-
8357.m01472	9	9426393	-
8357.m00816	9	5022235	-
8357.m03077	9	19653156	-
8357.m01473	9	9429164	-
8357.m00817	9	5029939	+
8357.m03078	9	19657136	+
8357.m01474	9	9434484	-
8357.m00818	9	5033826	+
8357.m03079	9	19661106	+
8357.m01475	9	9439742	+
8357.m00819	9	5037581	-
8357.m01476	9	9454678	+
8357.m01477	9	9458646	-
8357.m01478	9	9477333	+
8357.m01479	9	9484244	-
8357.m02420	9	15549143	+
8357.m02421	9	15553083	-
8357.m02422	9	15560316	-
8357.m02423	9	15563912	-
8357.m03080	9	19665541	+
8357.m02424	9	15568901	+
8357.m00820	9	5043565	+
8357.m03081	9	19671091	-
8357.m02425	9	15571281	-
8357.m00821	9	5048681	+
8357.m03082	9	19680569	-
8357.m02426	9	15575352	-
8357.m00822	9	5053368	-
8357.m03083	9	19689218	-
8357.m02427	9	15580312	-
8357.m00823	9	5058458	+
8357.m03084	9	19695713	-
8357.m02428	9	15583838	+
8357.m01480	9	9486087	+
8357.m00824	9	5066305	-
8357.m03085	9	19702241	-
8357.m02429	9	15585064	-
8357.m01481	9	9489552	+
8357.m00825	9	5076184	+
8357.m03086	9	19706923	+
8357.m01482	9	9492572	+
8357.m00826	9	5078108	+
8357.m03087	9	19712220	-
8357.m01483	9	9496876	-
8357.m00827	9	5086884	+
8357.m03088	9	19723909	+
8357.m01484	9	9509841	-
8357.m00828	9	5089564	+
8357.m03089	9	19727214	+
8357.m01485	9	9514612	+
8357.m00829	9	5092758	-
8357.m01486	9	9519320	-
8357.m01487	9	9521937	+
8357.m01488	9	9530110	+
8357.m01489	9	9534722	+
8357.m02430	9	15591667	-
8357.m02431	9	15597427	+
8357.m02432	9	15602980	-
8357.m02433	9	15617892	+
8357.m03090	9	19736943	+
8357.m02434	9	15622008	-
8357.m00830	9	5102852	-
8357.m03091	9	19747756	+
8357.m02435	9	15625449	-
8357.m00831	9	5117297	+
8357.m03092	9	19754065	+
8357.m02436	9	15632802	+
8357.m00832	9	5124958	+
8357.m03093	9	19764095	+
8357.m02437	9	15636947	-
8357.m00833	9	5128559	-
8357.m03094	9	19778224	+
8357.m02438	9	15644647	+
8357.m01490	9	9539688	-
8357.m00834	9	5131643	+
8357.m03095	9	19789228	-
8357.m02439	9	15646763	-
8357.m00835	9	5136926	-
8357.m03096	9	19797758	-
8357.m01492	9	9548317	-
8357.m00836	9	5143635	+
8357.m03097	9	19800872	-
8357.m01493	9	9563196	-
8357.m00837	9	5146846	+
8357.m03098	9	19813742	-
8357.m01494	9	9569252	-
8357.m00838	9	5153917	+
8357.m03099	9	19816817	-
8357.m01495	9	9572558	+
8357.m00839	9	5157464	+
8357.m01496	9	9575438	-
8357.m01497	9	9577776	-
8357.m01498	9	9588219	+
8357.m01499	9	9591834	-
8357.m02440	9	15647930	-
8357.m02441	9	15649859	-
8357.m02442	9	15653561	+
8357.m02443	9	15662422	-
8357.m02444	9	15665233	-
8357.m00840	9	5167723	+
8357.m02445	9	15678395	+
8357.m00841	9	5175967	-
8357.m02446	9	15681438	-
8357.m00842	9	5182036	+
8357.m02447	9	15704049	+
8357.m00843	9	5188848	-
8357.m02448	9	15713499	+
8357.m00844	9	5204326	+
8357.m02449	9	15717845	-
8357.m00845	9	5212333	+
8357.m00846	9	5220161	-
8357.m00847	9	5232205	+
8357.m00848	9	5236608	+
8357.m00849	9	5239403	+
8357.m02450	9	15721086	-
8357.m02451	9	15725645	-
8357.m02452	9	15732953	-
8357.m02453	9	15742925	-
8357.m02454	9	15746202	+
8357.m00850	9	5244645	+
8357.m02455	9	15755558	+
8357.m00851	9	5250544	-
8357.m02456	9	15763272	+
8357.m00852	9	5259423	-
8357.m02457	9	15767396	+
8357.m00853	9	5270315	-
8357.m02458	9	15771353	-
8357.m00854	9	5273959	+
8357.m02459	9	15799628	+
8357.m00855	9	5286352	-
8357.m00856	9	5292718	+
8357.m00857	9	5299565	-
8357.m00858	9	5317861	-
8357.m00859	9	5321896	-
8357.m01800	9	11476370	-
8357.m01801	9	11486048	+
8357.m01802	9	11490622	+
8357.m01803	9	11493571	+
8357.m02460	9	15804200	+
8357.m01804	9	11499073	+
8357.m02461	9	15806461	+
8357.m01805	9	11500533	+
8357.m02462	9	15813630	+
8357.m01806	9	11504022	-
8357.m02463	9	15816106	+
8357.m01807	9	11515079	-
8357.m02464	9	15820782	+
8357.m01808	9	11518648	-
8357.m00860	9	5324008	-
8357.m02465	9	15826045	-
8357.m01809	9	11521817	+
8357.m00861	9	5326089	-
8357.m02466	9	15831843	+
8357.m00862	9	5329028	+
8357.m02467	9	15834493	+
8357.m00863	9	5335005	+
8357.m02468	9	15837461	+
8357.m00864	9	5338630	+
8357.m02469	9	15842491	+
8357.m00865	9	5345088	-
8357.m00866	9	5351377	+
8357.m00867	9	5358630	+
8357.m00868	9	5362846	-
8357.m00869	9	5369986	-
8357.m01810	9	11527420	-
8357.m01811	9	11535689	-
8357.m01812	9	11553371	+
8357.m01813	9	11558374	-
8357.m02470	9	15848286	+
8357.m01814	9	11562165	+
8357.m02471	9	15862082	+
8357.m01815	9	11565711	-
8357.m02472	9	15864205	+
8357.m01816	9	11581039	+
8357.m02473	9	15866337	-
8357.m01817	9	11584968	-
8357.m02474	9	15869400	-
8357.m01818	9	11588338	-
8357.m00870	9	5374685	+
8357.m02475	9	15878634	-
8357.m01819	9	11599675	-
8357.m00871	9	5380026	-
8357.m02476	9	15893673	+
8357.m00872	9	5383584	-
8357.m02477	9	15900859	-
8357.m00873	9	5386207	-
8357.m02478	9	15904467	-
8357.m00874	9	5391381	-
8357.m02479	9	15906763	-
8357.m00875	9	5398938	-
8357.m00876	9	5405596	-
8357.m00877	9	5407551	-
8357.m00878	9	5414423	+
8357.m00879	9	5420898	+
8357.m01820	9	11606929	-
8357.m01821	9	11623269	-
8357.m01822	9	11637207	-
8357.m01823	9	11643143	-
8357.m02480	9	15910044	-
8357.m01824	9	11646059	-
8357.m02481	9	15915075	+
8357.m01825	9	11650413	-
8357.m02482	9	15917029	-
8357.m01826	9	11654334	+
8357.m02483	9	15922643	+
8357.m01827	9	11656978	+
8357.m02484	9	15927198	-
8357.m01828	9	11680953	+
8357.m00880	9	5426821	-
8357.m02485	9	15928778	+
8357.m01829	9	11688527	+
8357.m00881	9	5438818	-
8357.m02486	9	15933451	+
8357.m00882	9	5450763	+
8357.m02487	9	15937110	+
8357.m00883	9	5455584	-
8357.m02488	9	15945505	-
8357.m00884	9	5461424	+
8357.m00885	9	5462599	-
8357.m02489	9	15950711	-
8357.m00886	9	5472068	+
8357.m00887	9	5475471	+
8357.m00888	9	5478265	+
8357.m00889	9	5482473	-
8357.m01830	9	11694977	-
8357.m01831	9	11696145	-
8357.m01832	9	11701473	+
8357.m01833	9	11705185	-
8357.m02490	9	15956838	+
8357.m02491	9	15960404	-
8357.m01835	9	11713334	-
8357.m02492	9	15964744	-
8357.m01836	9	11731996	-
8357.m02493	9	15968791	-
8357.m01837	9	11736670	-
8357.m02494	9	15972550	-
8357.m01838	9	11742304	+
8357.m00890	9	5489446	+
8357.m02495	9	15992232	+
8357.m01839	9	11747099	+
8357.m00891	9	5494789	-
8357.m02496	9	15999151	+
8357.m00892	9	5513038	-
8357.m02497	9	16001655	+
8357.m00893	9	5520991	-
8357.m00894	9	5525493	-
8357.m02498	9	16007196	+
8357.m00895	9	5529002	+
8357.m02499	9	16014100	+
8357.m00896	9	5534718	-
8357.m00897	9	5547089	+
8357.m00898	9	5555564	+
8357.m00899	9	5558089	-
8357.m00100	9	639511	+
8357.m01840	9	11751937	-
8357.m00101	9	644138	-
8357.m01841	9	11756461	-
8357.m00102	9	652990	+
8357.m01842	9	11768871	-
8357.m00103	9	656334	+
8357.m01843	9	11776122	+
8357.m00104	9	681059	+
8357.m01844	9	11783020	-
8357.m00105	9	690955	-
8357.m01845	9	11793929	-
8357.m00106	9	697953	+
8357.m01846	9	11801339	+
8357.m00107	9	703971	-
8357.m00108	9	711230	+
8357.m01848	9	11807222	+
8357.m00109	9	719083	-
8357.m01849	9	11817316	-
8357.m00110	9	735187	-
8357.m01850	9	11821347	-
8357.m00111	9	744104	-
8357.m01851	9	11822969	+
8357.m00112	9	751779	+
8357.m01852	9	11824803	+
8357.m00113	9	757159	-
8357.m01853	9	11828427	+
8357.m00114	9	762151	-
8357.m01854	9	11831120	-
8357.m00115	9	770546	+
8357.m01855	9	11836482	-
8357.m00116	9	776194	+
8357.m01856	9	11842129	-
8357.m00117	9	792601	-
8357.m01857	9	11848460	+
8357.m00118	9	800356	-
8357.m01858	9	11854328	-
8357.m00119	9	805963	-
8357.m01859	9	11861010	-
8357.m02800	9	17853238	+
8357.m02801	9	17856167	-
8357.m02802	9	17862391	-
8357.m02803	9	17865581	+
8357.m02804	9	17869344	-
8357.m02805	9	17877280	+
8357.m02806	9	17891838	-
8357.m02807	9	17896508	+
8357.m00120	9	825605	+
8357.m02808	9	17909939	-
8357.m01860	9	11873037	+
8357.m00121	9	841736	+
8357.m02809	9	17915580	+
8357.m01861	9	11884762	-
8357.m00122	9	845389	-
8357.m01862	9	11892412	+
8357.m00123	9	854507	+
8357.m01863	9	11895324	-
8357.m00124	9	857623	+
8357.m01864	9	11898082	+
8357.m00125	9	861791	+
8357.m01865	9	11902919	+
8357.m00126	9	866147	+
8357.m01866	9	11908776	-
8357.m00127	9	872051	+
8357.m01867	9	11912428	-
8357.m00128	9	875081	-
8357.m00129	9	877776	+
8357.m01868	9	11916998	-
8357.m01869	9	11919792	+
8357.m02810	9	17923334	-
8357.m02811	9	17942492	-
8357.m02812	9	17951623	-
8357.m02813	9	17961177	+
8357.m02814	9	17970170	-
8357.m02815	9	17974631	+
8357.m02816	9	17977954	-
8357.m02817	9	17987474	-
8357.m00130	9	884887	-
8357.m02818	9	17996654	-
8357.m01870	9	11925526	-
8357.m00131	9	892851	+
8357.m02819	9	18007464	+
8357.m01871	9	11926858	+
8357.m00132	9	895745	-
8357.m01872	9	11943060	+
8357.m00133	9	897852	-
8357.m01873	9	11945549	-
8357.m00134	9	904170	+
8357.m01874	9	11949399	+
8357.m00135	9	912810	-
8357.m01875	9	11952969	+
8357.m01876	9	11963059	-
8357.m00137	9	918188	+
8357.m00138	9	923674	-
8357.m01877	9	11964612	-
8357.m00139	9	929485	-
8357.m01878	9	11971594	-
8357.m01879	9	11978625	+
8357.m02820	9	18013266	+
8357.m02821	9	18020825	+
8357.m02822	9	18034419	-
8357.m02823	9	18038024	-
8357.m02824	9	18041069	+
8357.m02825	9	18043417	-
8357.m02826	9	18046815	-
8357.m02827	9	18050312	-
8357.m00140	9	935650	-
8357.m02828	9	18053220	-
8357.m01880	9	11988684	+
8357.m00141	9	942099	+
8357.m02829	9	18059538	-
8357.m01881	9	11998329	-
8357.m00142	9	947627	+
8357.m01882	9	12003609	+
8357.m00143	9	950258	-
8357.m01883	9	12008457	-
8357.m00144	9	957427	-
8357.m01884	9	12019137	+
8357.m00145	9	959762	+
8357.m01885	9	12021476	-
8357.m00146	9	968046	-
8357.m00147	9	974476	-
8357.m01886	9	12023066	-
8357.m00148	9	978388	-
8357.m01887	9	12025883	+
8357.m00149	9	986376	+
8357.m01888	9	12031489	+
8357.m01889	9	12044157	-
8357.m02830	9	18070405	+
8357.m02831	9	18088636	-
8357.m02832	9	18097423	-
8357.m02833	9	18108591	+
8357.m02834	9	18114389	+
8357.m02835	9	18121773	+
8357.m02836	9	18131581	+
8357.m02837	9	18136671	-
8357.m00150	9	993721	-
8357.m02838	9	18141042	+
8357.m01890	9	12049697	+
8357.m00151	9	1001242	+
8357.m02839	9	18143983	-
8357.m01891	9	12052755	+
8357.m00152	9	1006630	+
8357.m01892	9	12059235	-
8357.m00153	9	1014725	-
8357.m01893	9	12065535	+
8357.m00154	9	1020911	+
8357.m01894	9	12070292	+
8357.m00155	9	1023475	-
8357.m00156	9	1036014	+
8357.m01895	9	12071836	+
8357.m00157	9	1038750	+
8357.m01896	9	12074249	-
8357.m00158	9	1043855	+
8357.m01897	9	12083243	+
8357.m00159	9	1056905	+
8357.m01898	9	12086529	-
8357.m01899	9	12088623	-
8357.m01100	9	6993890	-
8357.m02840	9	18155642	-
8357.m01101	9	7008111	-
8357.m02841	9	18160096	+
8357.m01102	9	7016141	+
8357.m02842	9	18173499	-
8357.m02843	9	18179139	+
8357.m01104	9	7030466	-
8357.m02844	9	18186893	-
8357.m01105	9	7036931	+
8357.m01106	9	7040963	+
8357.m02846	9	18206043	-
8357.m01107	9	7042499	-
8357.m02847	9	18215177	-
8357.m01108	9	7057097	-
8357.m00160	9	1064734	+
8357.m02848	9	18223074	+
8357.m01109	9	7068608	+
8357.m00161	9	1073744	+
8357.m00162	9	1077299	+
8357.m02849	9	18232632	+
8357.m00163	9	1079343	+
8357.m00164	9	1080275	+
8357.m00165	9	1085661	+
8357.m00166	9	1089218	-
8357.m00167	9	1094344	+
8357.m00168	9	1096878	+
8357.m01110	9	7071500	+
8357.m02850	9	18237153	+
