PubLocus	Chromosome	Class	MidPoint	Strand	Pseudo	Curated	GeneLen	ProLength	CDSLen	Iso	Exon	CDS	GS5	GS3
At5g31807	5	annotated_genes	11566156	-	1	0	1506	0	0	0	1	1	11566909 	11565404 	
At5g58240	5	annotated_genes	23575708	-	0	0	1590	0	0	1	4	4	23576579 	23574990 	
At5g30440	5	annotated_genes	11569527	-	1	0	1071	0	0	0	1	1	11570062 	11568992 	
At5g58250	5	annotated_genes	23577221	+	0	0	1037	0	0	0	3	3	23576703 	23577739 	
At5g31511	5	annotated_genes	11574124	+	1	0	2973	0	0	0	1	1	11572638 	11575610 	
At5g36690	5	annotated_genes	14433466	-	0	0	2104	0	0	0	6	6	14434518 	14432415 	
At5g58260	5	annotated_genes	23578637	-	0	0	1060	0	0	0	4	4	23579167 	23578108 	
At5g30450	5	annotated_genes	11577807	+	1	0	2749	0	0	0	1	1	11576433 	11579181 	
At5g36700	5	annotated_genes	14440280	-	0	0	2826	0	0	0	11	11	14441693 	14438868 	
At5g58270	5	annotated_genes	23581892	+	0	0	5049	0	0	0	18	18	23579368 	23584416 	
At5g36710	5	annotated_genes	14442917	-	0	0	845	0	0	0	1	1	14443339 	14442495 	
At5g30721	5	annotated_genes	11580944	+	1	0	1182	0	0	0	1	1	11580354 	11581535 	
At5g36720	5	annotated_genes	14447022	-	0	0	264	0	0	0	1	1	14447154 	14446891 	
At5g36730	5	annotated_genes	14454163	+	0	0	1233	0	0	0	1	1	14453547 	14454779 	
At5g30460	5	annotated_genes	11582517	+	1	0	1221	0	0	0	1	1	11581907 	11583127 	
At5g36732	5	annotated_genes	14462568	+	1	0	2973	0	0	0	1	1	14461082 	14464054 	
At5g36734	5	annotated_genes	14465023	+	0	0	842	0	0	0	4	4	14464603 	14465444 	
At5g36735	5	annotated_genes	14466683	+	0	0	1176	0	0	0	5	5	14466096 	14467271 	
At5g08141	5	annotated_genes	2619349	+	0	0	414	0	0	0	1	1	2619143 	2619556 	
At5g36737	5	annotated_genes	14474385	+	1	0	2338	0	0	0	1	1	14473217 	14475554 	
At5g08150	5	annotated_genes	2622382	-	0	0	435	0	0	0	1	1	2622599 	2622165 	
At5g08160	5	annotated_genes	2626835	-	0	0	2552	0	0	1	6	6	2628111 	2625560 	
At5g08170	5	annotated_genes	2629705	-	0	0	2759	0	0	0	10	10	2631084 	2628326 	
At5g08180	5	annotated_genes	2632553	-	0	0	1792	0	0	0	4	4	2633449 	2631658 	
At5g08185	5	annotated_genes	2634771	-	0	0	1333	0	0	0	4	2	2635437 	2634105 	
At5g08190	5	annotated_genes	2636669	+	0	0	1525	0	0	0	6	5	2635907 	2637431 	
At5g08200	5	annotated_genes	2639431	+	0	0	2789	0	0	0	3	3	2638037 	2640825 	
At5g58280	5	annotated_genes	23585230	+	0	0	1333	0	0	0	6	6	23584564 	23585896 	
At5g58290	5	annotated_genes	23587430	+	0	0	2253	0	0	0	6	6	23586304 	23588556 	
At5g58300	5	annotated_genes	23590846	+	0	0	3483	0	0	0	3	2	23589105 	23592587 	
At5g58310	5	annotated_genes	23592508	-	0	0	1605	0	0	0	2	2	23593310 	23591706 	
At5g58320	5	annotated_genes	23595997	+	0	0	2592	0	0	1	4	4	23594665 	23597256 	
At5g30648	5	annotated_genes	11583793	-	1	0	453	0	0	0	1	1	11584019 	11583567 	
At5g58330	5	annotated_genes	23597974	-	0	0	3181	0	0	2	12	10	23599607 	23596427 	
At5g58340	5	annotated_genes	23600620	+	0	0	1575	0	0	0	3	3	23599833 	23601407 	
At5g30870	5	annotated_genes	11585140	+	1	0	789	0	0	0	1	1	11584746 	11585534 	
At5g58350	5	annotated_genes	23603714	+	0	0	2627	0	0	0	7	7	23602401 	23605027 	
At5g58360	5	annotated_genes	23607750	-	0	0	891	0	0	0	1	1	23608195 	23607305 	
At5g31092	5	annotated_genes	11588129	+	1	0	2796	0	0	0	1	1	11586732 	11589527 	
At5g36740	5	annotated_genes	14480488	+	0	0	4938	0	0	0	8	8	14478020 	14482957 	
At5g58370	5	annotated_genes	23611757	+	0	0	2910	0	0	1	11	10	23610343 	23613252 	
At5g36770	5	annotated_genes	14484499	-	0	0	2336	0	0	0	7	7	14485667 	14483332 	
At5g31314	5	annotated_genes	11590660	+	1	0	357	0	0	0	1	1	11590482 	11590838 	
At5g36775	5	annotated_genes	14490449	+	1	0	459	0	0	0	1	1	14490220 	14490678 	
At5g31536	5	annotated_genes	11592833	+	1	0	471	0	0	0	1	1	11592598 	11593068 	
At5g36780	5	annotated_genes	14492766	-	0	0	2104	0	0	0	6	6	14493818 	14491715 	
At5g36790	5	annotated_genes	14499601	-	0	0	2784	0	0	0	11	11	14500993 	14498210 	
At5g08210	5	annotated_genes	2641513	-	0	0	497	0	0	0	1	1	2641761 	2641265 	
At5g36800	5	annotated_genes	14502296	-	0	0	552	0	0	0	1	1	14502572 	14502021 	
At5g36810	5	annotated_genes	14508320	-	0	0	384	0	0	0	2	2	14508512 	14508129 	
At5g08220	5	annotated_genes	2642636	-	0	0	712	0	0	0	3	3	2642992 	2642281 	
At5g08230	5	annotated_genes	2646664	-	0	0	6251	0	0	0	12	11	2649789 	2643539 	
At5g08240	5	annotated_genes	2651612	-	0	0	1550	0	0	0	2	2	2652387 	2650838 	
At5g08250	5	annotated_genes	2654654	-	0	0	2147	0	0	0	2	2	2655727 	2653581 	
At5g58375	5	annotated_genes	23613843	+	0	0	687	0	0	0	2	2	23613500 	23614186 	
At5g58380	5	annotated_genes	23615328	-	0	0	2281	0	0	0	2	1	23616468 	23614188 	
At5g58390	5	annotated_genes	23617672	-	0	0	1759	0	0	0	3	3	23618551 	23616793 	
At5g58400	5	annotated_genes	23623336	-	0	0	1817	0	0	0	3	3	23624244 	23622428 	
At5g58410	5	annotated_genes	23630750	+	0	0	7724	0	0	0	14	14	23626889 	23634612 	
At5g31758	5	annotated_genes	11594166	+	1	0	384	0	0	0	1	1	11593975 	11594358 	
At5g58420	5	annotated_genes	23637526	+	0	0	1589	0	0	0	4	4	23636732 	23638320 	
At5g31980	5	annotated_genes	11596700	+	1	0	2733	0	0	0	1	1	11595334 	11598066 	
At5g58430	5	annotated_genes	23639539	-	0	0	2262	0	0	0	1	1	23640670 	23638409 	
At5g36820	5	annotated_genes	14513463	+	0	0	1233	0	0	0	1	1	14512847 	14514079 	
At5g30470	5	annotated_genes	11605730	+	1	0	2363	0	0	0	1	1	11604549 	11606911 	
At5g36825	5	annotated_genes	14521851	+	1	0	2939	0	0	0	1	1	14520382 	14523320 	
At5g58440	5	annotated_genes	23642573	-	0	0	2881	0	0	0	5	5	23644013 	23641133 	
At5g30480	5	annotated_genes	11608593	+	1	0	1253	0	0	0	1	1	11607967 	11609219 	
At5g36830	5	annotated_genes	14524323	+	0	0	842	0	0	0	4	4	14523903 	14524744 	
At5g30207	5	annotated_genes	11611314	-	1	0	2284	0	0	0	1	1	11612456 	11610173 	
At5g36840	5	annotated_genes	14526375	-	0	0	2117	0	0	0	4	4	14527433 	14525317 	
At5g30269	5	annotated_genes	11620652	+	1	0	14591	0	0	0	1	1	11613357 	11627947 	
At5g36850	5	annotated_genes	14528747	-	0	0	696	0	0	0	1	1	14529095 	14528400 	
At5g30490	5	annotated_genes	11630486	+	0	0	2548	0	0	0	4	3	11629213 	11631760 	
At5g36860	5	annotated_genes	14531900	-	0	0	4879	0	0	0	14	14	14534339 	14529461 	
At5g36870	5	annotated_genes	14543353	+	0	0	15615	0	0	0	41	41	14535546 	14551160 	
At5g36880	5	annotated_genes	14554693	-	0	0	5527	0	0	0	20	18	14557456 	14551930 	
At5g08260	5	annotated_genes	2659290	+	0	0	4246	0	0	0	8	8	2657168 	2661413 	
At5g36890	5	annotated_genes	14561357	-	0	0	3927	0	0	0	13	13	14563320 	14559394 	
At5g08270	5	annotated_genes	2662615	+	0	0	1736	0	0	0	4	4	2661748 	2663483 	
At5g08280	5	annotated_genes	2664492	-	0	0	2603	0	0	0	5	5	2665793 	2663191 	
At5g08290	5	annotated_genes	2666566	+	0	0	1180	0	0	0	2	2	2665977 	2667156 	
At5g08300	5	annotated_genes	2668694	+	0	0	2448	0	0	0	7	7	2667471 	2669918 	
At5g08310	5	annotated_genes	2672695	-	0	0	5121	0	0	0	2	2	2675255 	2670135 	
At5g08320	5	annotated_genes	2677866	+	0	0	1627	0	0	0	3	3	2677053 	2678679 	
At5g08330	5	annotated_genes	2681279	+	0	0	1070	0	0	0	1	1	2680745 	2681814 	
At5g58450	5	annotated_genes	23646741	+	0	0	5380	0	0	0	21	21	23644052 	23649431 	
At5g58460	5	annotated_genes	23650925	-	0	0	2677	0	0	0	2	2	23652263 	23649587 	
At5g58470	5	annotated_genes	23656539	-	0	0	3214	0	0	1	7	6	23658146 	23654933 	
At5g58480	5	annotated_genes	23659223	-	0	0	1712	0	0	0	2	2	23660079 	23658368 	
At5g30500	5	annotated_genes	11633365	+	0	0	1582	0	0	0	4	4	11632575 	11634156 	
At5g58490	5	annotated_genes	23661036	+	0	0	1577	0	0	0	6	6	23660248 	23661824 	
At5g30510	5	annotated_genes	11637392	-	0	0	2273	0	0	0	7	7	11638528 	11636256 	
At5g58500	5	annotated_genes	23663035	-	0	0	549	0	0	0	1	1	23663309 	23662761 	
At5g01890	5	annotated_genes	343332	-	0	0	3585	0	0	0	2	2	345124 	341540 	
At5g29646	5	annotated_genes	11643452	-	1	0	8148	0	0	0	1	1	11647526 	11639379 	
At5g58510	5	annotated_genes	23668578	-	0	0	6400	0	0	0	22	22	23671778 	23665379 	
At5g01900	5	annotated_genes	351535	-	0	0	1062	0	0	0	2	2	352066 	351005 	
At5g29708	5	annotated_genes	11650213	-	1	0	2946	0	0	0	1	1	11651686 	11648741 	
At5g58520	5	annotated_genes	23673932	+	0	0	2913	0	0	0	3	3	23672476 	23675388 	
At5g30520	5	annotated_genes	11653645	-	0	0	447	0	0	0	2	2	11653868 	11653422 	
At5g58530	5	annotated_genes	23678093	+	0	0	964	0	0	0	1	1	23677612 	23678575 	
At5g01910	5	annotated_genes	358299	-	0	0	706	0	0	0	3	3	358652 	357947 	
At5g30532	5	annotated_genes	11654794	-	1	0	771	0	0	0	1	1	11655179 	11654409 	
At5g58540	5	annotated_genes	23681655	+	0	0	2544	0	0	2	5	5	23680362 	23682905 	
At5g01920	5	annotated_genes	361014	+	0	0	3775	0	0	0	5	4	359127 	362901 	
At5g01930	5	annotated_genes	361990	-	0	0	1811	0	0	0	5	5	362895 	361085 	
At5g30545	5	annotated_genes	11659625	-	1	0	1251	0	0	0	1	1	11660250 	11659000 	
At5g01940	5	annotated_genes	364178	-	0	0	1176	0	0	0	7	7	364766 	363591 	
At5g01950	5	annotated_genes	367489	-	0	0	5181	0	0	0	19	19	370079 	364899 	
At5g31087	5	annotated_genes	11664184	-	1	0	5034	0	0	0	1	1	11666701 	11661668 	
At5g01960	5	annotated_genes	371869	+	0	0	2890	0	0	0	9	8	370425 	373314 	
At5g01970	5	annotated_genes	373837	-	0	0	2228	0	0	0	6	6	374951 	372724 	
At5g01980	5	annotated_genes	376223	+	0	0	1964	0	0	0	2	1	375242 	377205 	
At5g58550	5	annotated_genes	23684119	-	0	0	3163	0	0	0	4	4	23685700 	23682538 	
At5g58560	5	annotated_genes	23689077	+	0	0	2873	0	0	0	5	5	23687641 	23690513 	
At5g58570	5	annotated_genes	23690221	-	0	0	585	0	0	0	1	1	23690513 	23689929 	
At5g31651	5	annotated_genes	11669653	-	1	0	1309	0	0	0	1	1	11670307 	11668999 	
At5g01990	5	annotated_genes	378568	-	0	0	2681	0	0	0	9	9	379908 	377228 	
At5g58575	5	annotated_genes	23691853	+	0	0	1219	0	0	0	4	3	23691244 	23692462 	
At5g31668	5	annotated_genes	11670948	+	1	0	1222	0	0	0	1	1	11670338 	11671559 	
At5g02000	5	annotated_genes	380372	-	0	0	441	0	0	0	1	1	380592 	380152 	
At5g58580	5	annotated_genes	23694595	-	0	0	927	0	0	0	1	1	23695058 	23694132 	
At5g02010	5	annotated_genes	384498	+	0	0	2698	0	0	0	7	7	383150 	385847 	
At5g31685	5	annotated_genes	11676000	+	0	0	1875	0	0	0	4	4	11675063 	11676937 	
At5g58590	5	annotated_genes	23698162	-	0	0	1715	0	0	0	4	4	23699019 	23697305 	
At5g02020	5	annotated_genes	387099	-	0	0	2042	0	0	1	6	5	388120 	386079 	
At5g31702	5	annotated_genes	11683135	-	1	0	2619	0	0	0	1	1	11684444 	11681826 	
At5g02030	5	annotated_genes	397334	+	0	0	3408	0	0	0	4	4	395631 	399038 	
At5g31719	5	annotated_genes	11707970	-	1	0	2961	0	0	0	1	1	11709450 	11706490 	
At5g02040	5	annotated_genes	401882	+	0	0	1978	0	0	1	8	7	400896 	402873 	
At5g31736	5	annotated_genes	11711238	-	1	0	2733	0	0	0	1	1	11712604 	11709872 	
At5g02050	5	annotated_genes	403644	-	0	0	1321	0	0	0	3	3	404304 	402984 	
At5g31753	5	annotated_genes	11714444	+	0	0	970	0	0	0	3	3	11713960 	11714929 	
At5g02060	5	annotated_genes	405184	+	0	0	1248	0	0	0	3	3	404561 	405808 	
At5g02070	5	annotated_genes	407054	-	0	0	2326	0	0	0	4	4	408217 	405892 	
At5g02080	5	annotated_genes	410681	+	0	0	1747	0	0	0	8	8	409808 	411554 	
At5g52065	5	annotated_genes	21175171	-	0	0	1268	0	0	0	2	2	21175805 	21174538 	
At5g52070	5	annotated_genes	21180394	+	0	0	3715	0	0	0	8	6	21178537 	21182251 	
At5g52080	5	annotated_genes	21184522	+	0	0	108	0	0	0	1	1	21184469 	21184576 	
At5g52090	5	annotated_genes	21185673	-	0	0	2031	0	0	0	1	1	21186688 	21184658 	
At5g52100	5	annotated_genes	21188471	+	0	0	2201	0	0	0	10	10	21187371 	21189571 	
At5g52110	5	annotated_genes	21190429	-	0	0	1565	0	0	0	6	6	21191211 	21189647 	
At5g52120	5	annotated_genes	21195597	-	0	0	3878	0	0	0	3	3	21197536 	21193659 	
At5g52130	5	annotated_genes	21200397	-	0	0	1408	0	0	0	5	5	21201101 	21199694 	
At5g25940	5	annotated_genes	9054460	-	0	0	1514	0	0	0	4	4	9055217 	9053704 	
At5g52140	5	annotated_genes	21202923	-	0	0	2351	0	0	0	9	9	21204098 	21201748 	
At5g25950	5	annotated_genes	9058869	-	0	0	1875	0	0	0	7	7	9059806 	9057932 	
At5g25955	5	annotated_genes	9062038	+	1	0	769	0	0	0	1	1	9061654 	9062422 	
At5g31770	5	annotated_genes	11718724	+	1	0	537	0	0	0	1	1	11718456 	11718992 	
At5g25960	5	annotated_genes	9063967	-	0	0	2095	0	0	0	7	7	9065014 	9062920 	
At5g31787	5	annotated_genes	11730607	+	0	0	529	0	0	0	2	2	11730343 	11730871 	
At5g25970	5	annotated_genes	9067157	+	0	0	1640	0	0	0	4	4	9066338 	9067977 	
At5g31804	5	annotated_genes	11735604	-	1	0	6381	0	0	0	1	1	11738794 	11732414 	
At5g02090	5	annotated_genes	412361	-	0	0	668	0	0	0	1	1	412695 	412028 	
At5g25980	5	annotated_genes	9074211	+	0	0	2964	0	0	1	12	12	9072730 	9075693 	
At5g31821	5	annotated_genes	11757456	+	1	0	1900	0	0	0	1	1	11756507 	11758406 	
At5g02100	5	annotated_genes	414869	+	0	0	2706	0	0	0	10	10	413517 	416222 	
At5g25990	5	annotated_genes	9076746	-	0	0	1273	0	0	0	3	3	9077382 	9076110 	
At5g31838	5	annotated_genes	11760045	-	0	0	339	0	0	0	1	1	11760214 	11759876 	
At5g02110	5	annotated_genes	417817	+	0	0	1467	0	0	0	4	4	417084 	418550 	
At5g26000	5	annotated_genes	9080945	-	0	0	2876	0	0	1	12	11	9082383 	9079508 	
At5g31855	5	annotated_genes	11762560	-	1	0	1659	0	0	0	1	1	11763389 	11761731 	
At5g02120	5	annotated_genes	419429	+	0	0	683	0	0	0	3	3	419088 	419770 	
At5g31873	5	annotated_genes	11764235	+	0	0	1532	0	0	0	6	6	11763470 	11765001 	
At5g02130	5	annotated_genes	420813	-	0	0	2318	0	0	0	12	12	421972 	419655 	
At5g31891	5	annotated_genes	11768026	-	1	0	2805	0	0	0	1	1	11769428 	11766624 	
At5g02140	5	annotated_genes	423907	+	0	0	1054	0	0	0	3	3	423381 	424434 	
At5g31909	5	annotated_genes	11783065	+	1	0	231	0	0	0	1	1	11782950 	11783180 	
At5g02150	5	annotated_genes	425182	-	0	0	1789	0	0	0	6	6	426076 	424288 	
At5g31927	5	annotated_genes	11786984	-	1	0	4554	0	0	0	1	1	11789261 	11784708 	
At5g02160	5	annotated_genes	426802	+	0	0	901	0	0	0	2	2	426352 	427252 	
At5g02170	5	annotated_genes	429261	+	0	0	2862	0	0	0	11	11	427831 	430692 	
At5g02180	5	annotated_genes	432309	+	0	0	2860	0	0	0	11	11	430880 	433739 	
At5g52150	5	annotated_genes	21207871	-	0	0	1316	0	0	0	5	5	21208529 	21207214 	
At5g52160	5	annotated_genes	21212627	+	0	0	715	0	0	0	2	1	21212270 	21212984 	
At5g52170	5	annotated_genes	21215692	+	0	0	2986	0	0	0	8	8	21214200 	21217185 	
At5g52180	5	annotated_genes	21218058	-	0	0	1555	0	0	0	1	1	21218835 	21217281 	
At5g52190	5	annotated_genes	21219362	-	0	0	814	0	0	0	1	1	21219769 	21218956 	
At5g52200	5	annotated_genes	21220920	-	0	0	2112	0	0	0	4	4	21221976 	21219865 	
At5g52210	5	annotated_genes	21223264	+	0	0	2108	0	0	1	7	6	21222217 	21224324 	
At5g52220	5	annotated_genes	21224680	-	0	0	449	0	0	0	2	2	21224904 	21224456 	
At5g26010	5	annotated_genes	9086445	-	0	0	1861	0	0	0	5	5	9087375 	9085515 	
At5g52230	5	annotated_genes	21227075	-	0	0	3920	0	0	0	6	6	21229035 	21225116 	
At5g26020	5	annotated_genes	9094239	-	0	0	1283	0	0	0	6	6	9094880 	9093598 	
At5g26030	5	annotated_genes	9097820	+	0	0	2715	0	0	0	8	8	9096463 	9099177 	
At5g26040	5	annotated_genes	9100098	-	0	0	3083	0	0	1	12	12	9101639 	9098557 	
At5g26050	5	annotated_genes	9103639	-	0	0	483	0	0	0	1	1	9103880 	9103398 	
At5g31945	5	annotated_genes	11792372	+	1	0	2740	0	0	0	1	1	11791003 	11793742 	
At5g26060	5	annotated_genes	9105190	-	0	0	674	0	0	0	1	1	9105527 	9104854 	
At5g31963	5	annotated_genes	11795801	+	1	0	1835	0	0	0	1	1	11794884 	11796718 	
At5g26070	5	annotated_genes	9106498	+	0	0	309	0	0	0	1	1	9106344 	9106652 	
At5g31981	5	annotated_genes	11798443	+	1	0	1188	0	0	0	1	1	11797850 	11799037 	
At5g02190	5	annotated_genes	436063	+	0	0	1665	0	0	0	1	1	435231 	436895 	
At5g26080	5	annotated_genes	9108212	+	0	0	426	0	0	0	1	1	9108000 	9108425 	
At5g31999	5	annotated_genes	11801061	-	1	0	2070	0	0	0	1	1	11802096 	11800027 	
At5g02200	5	annotated_genes	438175	+	0	0	1435	0	0	0	2	2	437458 	438892 	
At5g26090	5	annotated_genes	9111133	-	0	0	4210	0	0	0	3	3	9113238 	9109029 	
At5g32035	5	annotated_genes	11815439	-	1	0	612	0	0	0	1	1	11815745 	11815134 	
At5g02210	5	annotated_genes	439561	-	0	0	622	0	0	0	2	2	439872 	439251 	
At5g26100	5	annotated_genes	9117556	-	0	0	528	0	0	0	1	1	9117820 	9117293 	
At5g32053	5	annotated_genes	11818442	-	1	0	2025	0	0	0	1	1	11819454 	11817430 	
At5g02220	5	annotated_genes	441924	-	0	0	440	0	0	0	1	1	442144 	441705 	
At5g32071	5	annotated_genes	11822141	-	1	0	2733	0	0	0	1	1	11823507 	11820775 	
At5g02230	5	annotated_genes	449391	+	0	0	2520	0	0	1	8	7	448132 	450651 	
At5g32089	5	annotated_genes	11825060	-	1	0	720	0	0	0	1	1	11825420 	11824701 	
At5g02240	5	annotated_genes	452288	+	0	0	1735	0	0	0	7	7	451421 	453155 	
At5g32107	5	annotated_genes	11832222	-	1	0	2943	0	0	0	1	1	11833693 	11830751 	
At5g32125	5	annotated_genes	11835485	-	1	0	2721	0	0	0	1	1	11836845 	11834125 	
At5g02250	5	annotated_genes	457154	+	0	0	4743	0	0	0	15	14	454783 	459525 	
At5g02260	5	annotated_genes	464200	+	0	0	2089	0	0	0	3	3	463156 	465244 	
At5g02270	5	annotated_genes	468092	-	0	0	1973	0	0	0	6	6	469078 	467106 	
At5g52240	5	annotated_genes	21231125	+	0	0	1680	0	0	0	2	2	21230286 	21231965 	
At5g52250	5	annotated_genes	21234762	+	0	0	1364	0	0	0	1	1	21234081 	21235444 	
At5g52260	5	annotated_genes	21237948	+	0	0	1116	0	0	0	3	3	21237391 	21238506 	
At5g52270	5	annotated_genes	21239347	-	0	0	958	0	0	0	4	4	21239826 	21238869 	
At5g52280	5	annotated_genes	21245772	+	0	0	3175	0	0	0	7	7	21244185 	21247359 	
At5g52290	5	annotated_genes	21250679	-	0	0	6202	0	0	0	7	7	21253780 	21247579 	
At5g52300	5	annotated_genes	21255519	+	0	0	2473	0	0	0	5	5	21254283 	21256755 	
At5g52310	5	annotated_genes	21259457	+	0	0	2765	0	0	0	4	4	21258075 	21260839 	
At5g26110	5	annotated_genes	9118859	-	0	0	1900	0	0	0	7	6	9119809 	9117910 	
At5g52320	5	annotated_genes	21263056	-	0	0	1705	0	0	0	1	1	21263908 	21262204 	
At5g26120	5	annotated_genes	9123850	-	0	0	4241	0	0	0	18	17	9125970 	9121730 	
At5g26130	5	annotated_genes	9128360	-	0	0	495	0	0	0	1	1	9128607 	9128113 	
At5g26140	5	annotated_genes	9131219	+	0	0	841	0	0	0	5	5	9130799 	9131639 	
At5g26150	5	annotated_genes	9138783	-	0	0	2639	0	0	0	7	7	9140102 	9137464 	
At5g32143	5	annotated_genes	11838424	-	1	0	738	0	0	0	1	1	11838793 	11838056 	
At5g26160	5	annotated_genes	9145033	+	0	0	3523	0	0	0	4	4	9143272 	9146794 	
At5g32161	5	annotated_genes	11848395	+	0	0	582	0	0	0	1	1	11848105 	11848686 	
At5g32179	5	annotated_genes	11851336	+	1	0	2733	0	0	0	1	1	11849970 	11852702 	
At5g02280	5	annotated_genes	470058	+	0	0	1469	0	0	0	3	3	469324 	470792 	
At5g26170	5	annotated_genes	9147655	-	0	0	953	0	0	0	3	3	9148131 	9147179 	
At5g32197	5	annotated_genes	11854990	+	1	0	1947	0	0	0	1	1	11854017 	11855963 	
At5g02290	5	annotated_genes	471400	-	0	0	2589	0	0	1	6	6	472782 	470194 	
At5g26180	5	annotated_genes	9151367	+	0	0	4276	0	0	1	15	13	9149230 	9153505 	
At5g32215	5	annotated_genes	11860962	+	1	0	2736	0	0	0	1	1	11859595 	11862330 	
At5g02310	5	annotated_genes	478529	+	0	0	8505	0	0	0	17	17	474277 	482781 	
At5g26190	5	annotated_genes	9154466	-	0	0	1671	0	0	0	1	1	9155301 	9153631 	
At5g02320	5	annotated_genes	484776	-	0	0	3312	0	0	0	8	8	486432 	483121 	
At5g32228	5	annotated_genes	11864610	+	1	0	1941	0	0	0	1	1	11863640 	11865580 	
At5g02330	5	annotated_genes	488255	-	0	0	1971	0	0	0	1	1	489240 	487270 	
At5g32241	5	annotated_genes	11925191	-	1	0	1674	0	0	0	1	1	11926028 	11924355 	
At5g02340	5	annotated_genes	493200	-	0	0	1896	0	0	0	1	1	494148 	492253 	
At5g32254	5	annotated_genes	11928779	-	1	0	3680	0	0	0	1	1	11930619 	11926940 	
At5g02350	5	annotated_genes	496286	-	0	0	1956	0	0	0	1	1	497264 	495309 	
At5g32267	5	annotated_genes	11937259	+	1	0	2802	0	0	0	1	1	11935859 	11938660 	
At5g02360	5	annotated_genes	501475	-	0	0	1704	0	0	0	3	3	502327 	500624 	
At5g02370	5	annotated_genes	505164	+	0	0	3517	0	0	0	12	12	503406 	506922 	
At5g02380	5	annotated_genes	506893	-	0	0	698	0	0	0	2	2	507242 	506545 	
At5g52330	5	annotated_genes	21266236	-	0	0	2830	0	0	0	10	9	21267651 	21264822 	
At5g52340	5	annotated_genes	21269596	+	0	0	3138	0	0	0	13	13	21268028 	21271165 	
At5g52350	5	annotated_genes	21273490	+	0	0	2708	0	0	0	8	8	21272137 	21274844 	
At5g52360	5	annotated_genes	21275865	-	0	0	1406	0	0	0	3	3	21276568 	21275163 	
At5g52370	5	annotated_genes	21278008	-	0	0	1010	0	0	0	3	3	21278513 	21277504 	
At5g52380	5	annotated_genes	21279471	-	0	0	1786	0	0	0	5	5	21280364 	21278579 	
At5g52390	5	annotated_genes	21281826	-	0	0	1329	0	0	0	3	3	21282490 	21281162 	
At5g52400	5	annotated_genes	21291455	+	0	0	2561	0	0	0	4	4	21290175 	21292735 	
At5g52410	5	annotated_genes	21294926	+	0	0	3489	0	0	1	11	8	21293182 	21296670 	
At5g52415	5	annotated_genes	21297827	+	1	0	1395	0	0	0	1	1	21297130 	21298524 	
At5g26200	5	annotated_genes	9157962	+	0	0	1636	0	0	0	1	1	9157145 	9158780 	
At5g26210	5	annotated_genes	9159169	-	0	0	2376	0	0	0	5	5	9160357 	9157982 	
At5g26220	5	annotated_genes	9163826	-	0	0	1709	0	0	0	7	7	9164680 	9162972 	
At5g32280	5	annotated_genes	11940061	+	1	0	2588	0	0	0	1	1	11938768 	11941355 	
At5g32293	5	annotated_genes	11955770	+	1	0	2736	0	0	0	1	1	11954403 	11957138 	
At5g26230	5	annotated_genes	9174032	-	0	0	1026	0	0	0	1	1	9174545 	9173520 	
At5g32306	5	annotated_genes	11959335	+	1	0	1896	0	0	0	1	1	11958388 	11960283 	
At5g02390	5	annotated_genes	510235	-	0	0	2947	0	0	0	4	4	511708 	508762 	
At5g32312	5	annotated_genes	11962324	-	0	0	528	0	0	0	2	2	11962588 	11962061 	
At5g02400	5	annotated_genes	514726	+	0	0	2336	0	0	0	4	4	513559 	515894 	
At5g26233	5	annotated_genes	9180148	-	1	0	788	0	0	0	1	1	9180542 	9179755 	
At5g32345	5	annotated_genes	11999636	+	1	0	9717	0	0	0	1	1	11994778 	12004494 	
At5g02410	5	annotated_genes	518482	-	0	0	2545	0	0	0	8	8	519754 	517210 	
At5g32358	5	annotated_genes	12013751	+	1	0	4227	0	0	0	1	1	12011638 	12015864 	
At5g02420	5	annotated_genes	523730	+	0	0	688	0	0	0	1	1	523387 	524074 	
At5g32386	5	annotated_genes	12019494	+	1	0	4221	0	0	0	1	1	12017384 	12021604 	
At5g02430	5	annotated_genes	528213	+	0	0	3248	0	0	0	7	7	526590 	529837 	
At5g32400	5	annotated_genes	12025047	+	1	0	1008	0	0	0	1	1	12024544 	12025551 	
At5g02440	5	annotated_genes	531893	+	0	0	1660	0	0	0	3	3	531064 	532723 	
At5g02450	5	annotated_genes	533877	+	0	0	1517	0	0	0	4	3	533119 	534635 	
At5g52420	5	annotated_genes	21299753	+	0	0	1509	0	0	0	1	1	21298999 	21300507 	
At5g52430	5	annotated_genes	21300715	-	0	0	3433	0	0	0	2	2	21302431 	21298999 	
At5g52440	5	annotated_genes	21305073	+	0	0	2066	0	0	0	6	6	21304041 	21306106 	
At5g52450	5	annotated_genes	21307606	-	0	0	2964	0	0	0	8	8	21309088 	21306125 	
At5g52460	5	annotated_genes	21310292	-	0	0	1384	0	0	0	4	4	21310984 	21309601 	
At5g52470	5	annotated_genes	21312678	+	0	0	2449	0	0	0	7	7	21311454 	21313902 	
At5g52480	5	annotated_genes	21314566	-	0	0	845	0	0	0	2	2	21314988 	21314144 	
At5g52490	5	annotated_genes	21316774	+	0	0	1383	0	0	0	5	5	21316083 	21317465 	
At5g52500	5	annotated_genes	21319405	+	0	0	1300	0	0	0	1	1	21318756 	21320055 	
